caso,zona,mes,variable,valor,horas
CB,SEGUNDAPLANTAALTA:ASCENSOR,9,temperatura_operativa_C,24.42070304464542,720
CB,SEGUNDAPLANTAALTA:ASCENSOR,10,temperatura_operativa_C,24.768227537522968,744
CB,SEGUNDAPLANTAALTA:ASCENSOR,11,temperatura_operativa_C,24.7508804689144,720
CB,SEGUNDAPLANTAALTA:ASCENSOR,12,temperatura_operativa_C,25.831708292983755,744
CB,SEGUNDAPLANTAALTA:2PAXPAS,1,temperatura_operativa_C,28.020161290754853,744
CB,SEGUNDAPLANTAALTA:2PAXPAS,2,temperatura_operativa_C,29.255150445702984,672
CB,SEGUNDAPLANTAALTA:2PAXPAS,3,temperatura_operativa_C,30.366863203905258,744
CB,SEGUNDAPLANTAALTA:2PAXPAS,4,temperatura_operativa_C,28.685030361477452,720
CB,SEGUNDAPLANTAALTA:2PAXPAS,5,temperatura_operativa_C,28.352257027098823,744
CB,SEGUNDAPLANTAALTA:2PAXPAS,6,temperatura_operativa_C,26.557339537086904,720
CB,SEGUNDAPLANTAALTA:2PAXPAS,7,temperatura_operativa_C,25.11893959132674,744
CB,SEGUNDAPLANTAALTA:2PAXPAS,8,temperatura_operativa_C,24.942224638911274,744
CB,SEGUNDAPLANTAALTA:2PAXPAS,9,temperatura_operativa_C,24.622383530163866,720
CB,SEGUNDAPLANTAALTA:2PAXPAS,10,temperatura_operativa_C,25.162996932391223,744
CB,SEGUNDAPLANTAALTA:2PAXPAS,11,temperatura_operativa_C,25.211843960618122,720
CB,SEGUNDAPLANTAALTA:2PAXPAS,12,temperatura_operativa_C,26.38021801596738,744
CB,SEGUNDAPLANTAALTA:ATRIO2PA,1,temperatura_operativa_C,28.32739235023751,744
CB,SEGUNDAPLANTAALTA:ATRIO2PA,2,temperatura_operativa_C,29.517654305668874,672
CB,SEGUNDAPLANTAALTA:ATRIO2PA,3,temperatura_operativa_C,30.554668028667333,744
CB,SEGUNDAPLANTAALTA:ATRIO2PA,4,temperatura_operativa_C,28.78570983172368,720
CB,SEGUNDAPLANTAALTA:ATRIO2PA,5,temperatura_operativa_C,28.321039456980397,744
CB,SEGUNDAPLANTAALTA:ATRIO2PA,6,temperatura_operativa_C,26.502862454032645,720
CB,SEGUNDAPLANTAALTA:ATRIO2PA,7,temperatura_operativa_C,25.087352568557424,744
CB,SEGUNDAPLANTAALTA:ATRIO2PA,8,temperatura_operativa_C,24.89476400225468,744
CB,SEGUNDAPLANTAALTA:ATRIO2PA,9,temperatura_operativa_C,24.640408781573797,720
CB,SEGUNDAPLANTAALTA:ATRIO2PA,10,temperatura_operativa_C,25.299602178102212,744
CB,SEGUNDAPLANTAALTA:ATRIO2PA,11,temperatura_operativa_C,25.413706268433614,720
CB,SEGUNDAPLANTAALTA:ATRIO2PA,12,temperatura_operativa_C,26.64201363573128,744
CB,CUBIERTA:ATRIOSUPERIOR,1,temperatura_operativa_C,26.795056343437192,744
CB,CUBIERTA:ATRIOSUPERIOR,2,temperatura_operativa_C,28.161102728635797,672
CB,CUBIERTA:ATRIOSUPERIOR,3,temperatura_operativa_C,29.26212331813181,744
CB,CUBIERTA:ATRIOSUPERIOR,4,temperatura_operativa_C,27.841986507733186,720
CB,CUBIERTA:ATRIOSUPERIOR,5,temperatura_operativa_C,27.25387730438003,744
CB,CUBIERTA:ATRIOSUPERIOR,6,temperatura_operativa_C,25.295041175491416,720
CB,CUBIERTA:ATRIOSUPERIOR,7,temperatura_operativa_C,23.89917269296637,744
CB,CUBIERTA:ATRIOSUPERIOR,8,temperatura_operativa_C,23.43779177514182,744
CB,CUBIERTA:ATRIOSUPERIOR,9,temperatura_operativa_C,23.068293619579354,720
CB,CUBIERTA:ATRIOSUPERIOR,10,temperatura_operativa_C,23.58519725014014,744
CB,CUBIERTA:ATRIOSUPERIOR,11,temperatura_operativa_C,23.667875354867757,720
CB,CUBIERTA:ATRIOSUPERIOR,12,temperatura_operativa_C,24.912248482717064,744
CB,PLANTABAJA:PBXESX01,1,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,2,enfriamiento_sensible_kWh_termicos,0.0,672
CB,PLANTABAJA:PBXESX01,3,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,4,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXESX01,5,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,6,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXESX01,7,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,8,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,9,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXESX01,10,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,11,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXESX01,12,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,1,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,2,enfriamiento_total_kWh_termicos,0.0,672
CB,PLANTABAJA:PBXESX01,3,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,4,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXESX01,5,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,6,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXESX01,7,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,8,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,9,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXESX01,10,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXESX01,11,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXESX01,12,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,1,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,2,enfriamiento_sensible_kWh_termicos,0.0,672
CB,PLANTABAJA:PBXBOX01,3,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,4,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBOX01,5,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,6,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBOX01,7,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,8,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,9,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBOX01,10,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,11,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBOX01,12,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,1,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,2,enfriamiento_total_kWh_termicos,0.0,672
CB,PLANTABAJA:PBXBOX01,3,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,4,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBOX01,5,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,6,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBOX01,7,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,8,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,9,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBOX01,10,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBOX01,11,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBOX01,12,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,1,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,2,enfriamiento_sensible_kWh_termicos,0.0,672
CB,PLANTABAJA:PBXBAX01,3,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,4,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBAX01,5,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,6,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBAX01,7,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,8,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,9,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBAX01,10,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,11,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBAX01,12,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,1,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,2,enfriamiento_total_kWh_termicos,0.0,672
CB,PLANTABAJA:PBXBAX01,3,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,4,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBAX01,5,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,6,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBAX01,7,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,8,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,9,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBAX01,10,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXBAX01,11,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXBAX01,12,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,1,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,2,enfriamiento_sensible_kWh_termicos,0.0,672
CB,PLANTABAJA:PBXREX01,3,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,4,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXREX01,5,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,6,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXREX01,7,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,8,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,9,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXREX01,10,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,11,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXREX01,12,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,1,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,2,enfriamiento_total_kWh_termicos,0.0,672
CB,PLANTABAJA:PBXREX01,3,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,4,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXREX01,5,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,6,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXREX01,7,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,8,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,9,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXREX01,10,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXREX01,11,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:PBXREX01,12,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,1,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,2,enfriamiento_sensible_kWh_termicos,0.0,672
CB,PLANTABAJA:ASCENSOR,3,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,4,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:ASCENSOR,5,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,6,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:ASCENSOR,7,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,8,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,9,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:ASCENSOR,10,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,11,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PLANTABAJA:ASCENSOR,12,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,1,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,2,enfriamiento_total_kWh_termicos,0.0,672
CB,PLANTABAJA:ASCENSOR,3,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,4,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:ASCENSOR,5,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,6,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:ASCENSOR,7,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,8,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,9,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:ASCENSOR,10,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:ASCENSOR,11,enfriamiento_total_kWh_termicos,0.0,720
CB,PLANTABAJA:ASCENSOR,12,enfriamiento_total_kWh_termicos,0.0,744
CB,PLANTABAJA:PBXSEX01,1,enfriamiento_sensible_kWh_termicos,646.4900494023733,744
CB,PLANTABAJA:PBXSEX01,2,enfriamiento_sensible_kWh_termicos,838.4499029052716,672
CB,PLANTABAJA:PBXSEX01,3,enfriamiento_sensible_kWh_termicos,942.887551306436,744
CB,PLANTABAJA:PBXSEX01,4,enfriamiento_sensible_kWh_termicos,836.9019848060293,720
CB,PLANTABAJA:PBXSEX01,5,enfriamiento_sensible_kWh_termicos,782.8603147698839,744
CB,PLANTABAJA:PBXSEX01,6,enfriamiento_sensible_kWh_termicos,356.4577213893004,720
CB,PLANTABAJA:PBXSEX01,7,enfriamiento_sensible_kWh_termicos,172.49618115061668,744
CB,PLANTABAJA:PBXSEX01,8,enfriamiento_sensible_kWh_termicos,86.52851956615682,744
CB,PLANTABAJA:PBXSEX01,9,enfriamiento_sensible_kWh_termicos,25.37610227122002,720
CB,PLANTABAJA:PBXSEX01,10,enfriamiento_sensible_kWh_termicos,98.13270741454163,744
CB,PLANTABAJA:PBXSEX01,11,enfriamiento_sensible_kWh_termicos,100.1857281768515,720
CB,PLANTABAJA:PBXSEX01,12,enfriamiento_sensible_kWh_termicos,339.4461212903661,744
CB,PLANTABAJA:PBXSEX01,1,enfriamiento_total_kWh_termicos,1544.2292827518927,744
CB,PLANTABAJA:PBXSEX01,2,enfriamiento_total_kWh_termicos,1982.4127419981155,672
CB,PLANTABAJA:PBXSEX01,3,enfriamiento_total_kWh_termicos,2268.4093732402557,744
CB,PLANTABAJA:PBXSEX01,4,enfriamiento_total_kWh_termicos,2178.7603712099985,720
CB,PLANTABAJA:PBXSEX01,5,enfriamiento_total_kWh_termicos,1900.6931454231349,744
CB,PLANTABAJA:PBXSEX01,6,enfriamiento_total_kWh_termicos,683.668328570629,720
CB,PLANTABAJA:PBXSEX01,7,enfriamiento_total_kWh_termicos,263.38560210947594,744
CB,PLANTABAJA:PBXSEX01,8,enfriamiento_total_kWh_termicos,91.21729395199121,744
CB,PLANTABAJA:PBXSEX01,9,enfriamiento_total_kWh_termicos,25.37610227122002,720
CB,PLANTABAJA:PBXSEX01,10,enfriamiento_total_kWh_termicos,109.56464533247592,744
CB,PLANTABAJA:PBXSEX01,11,enfriamiento_total_kWh_termicos,118.1929819202716,720
CB,PLANTABAJA:PBXSEX01,12,enfriamiento_total_kWh_termicos,644.8837758439006,744
CB,PLANTABAJA:PBXOFX03,1,enfriamiento_sensible_kWh_termicos,195.67919292379173,744
CB,PLANTABAJA:PBXOFX03,2,enfriamiento_sensible_kWh_termicos,208.7647800184147,672
CB,PLANTABAJA:PBXOFX03,3,enfriamiento_sensible_kWh_termicos,240.58106739864795,744
CB,PLANTABAJA:PBXOFX03,4,enfriamiento_sensible_kWh_termicos,193.21363947232646,720
CB,PLANTABAJA:PBXOFX03,5,enfriamiento_sensible_kWh_termicos,179.21146089329818,744
CB,PLANTABAJA:PBXOFX03,6,enfriamiento_sensible_kWh_termicos,107.54652402870086,720
CB,PLANTABAJA:PBXOFX03,7,enfriamiento_sensible_kWh_termicos,75.36057455921015,744
CB,PLANTABAJA:PBXOFX03,8,enfriamiento_sensible_kWh_termicos,57.428795980590394,744
CB,PLANTABAJA:PBXOFX03,9,enfriamiento_sensible_kWh_termicos,47.964175436853274,720
CB,PLANTABAJA:PBXOFX03,10,enfriamiento_sensible_kWh_termicos,87.17371851924993,744
CB,PLANTABAJA:PBXOFX03,11,enfriamiento_sensible_kWh_termicos,92.76630316453043,720
CB,PLANTABAJA:PBXOFX03,12,enfriamiento_sensible_kWh_termicos,150.6647438515346,744
CB,PLANTABAJA:PBXOFX03,1,enfriamiento_total_kWh_termicos,362.5524394702299,744
CB,PLANTABAJA:PBXOFX03,2,enfriamiento_total_kWh_termicos,373.6596297489529,672
CB,PLANTABAJA:PBXOFX03,3,enfriamiento_total_kWh_termicos,422.51342680317214,744
CB,PLANTABAJA:PBXOFX03,4,enfriamiento_total_kWh_termicos,391.0099671063685,720
CB,PLANTABAJA:PBXOFX03,5,enfriamiento_total_kWh_termicos,352.78835112449485,744
CB,PLANTABAJA:PBXOFX03,6,enfriamiento_total_kWh_termicos,218.07519192334598,720
CB,PLANTABAJA:PBXOFX03,7,enfriamiento_total_kWh_termicos,157.01900146864674,744
CB,PLANTABAJA:PBXOFX03,8,enfriamiento_total_kWh_termicos,110.36920742354883,744
CB,PLANTABAJA:PBXOFX03,9,enfriamiento_total_kWh_termicos,91.79998513285528,720
CB,PLANTABAJA:PBXOFX03,10,enfriamiento_total_kWh_termicos,144.32360560380386,744
CB,PLANTABAJA:PBXOFX03,11,enfriamiento_total_kWh_termicos,158.05580643084272,720
CB,PLANTABAJA:PBXOFX03,12,enfriamiento_total_kWh_termicos,280.0353740014145,744
CB,PLANTABAJA:PBXOFX02,1,enfriamiento_sensible_kWh_termicos,152.76290491394158,744
CB,PLANTABAJA:PBXOFX02,2,enfriamiento_sensible_kWh_termicos,157.99020617812377,672
CB,PLANTABAJA:PBXOFX02,3,enfriamiento_sensible_kWh_termicos,178.99076033727027,744
CB,PLANTABAJA:PBXOFX02,4,enfriamiento_sensible_kWh_termicos,147.3566964268203,720
CB,PLANTABAJA:PBXOFX02,5,enfriamiento_sensible_kWh_termicos,138.59947724831906,744
CB,PLANTABAJA:PBXOFX02,6,enfriamiento_sensible_kWh_termicos,86.4036538180556,720
CB,PLANTABAJA:PBXOFX02,7,enfriamiento_sensible_kWh_termicos,64.61364886099287,744
CB,PLANTABAJA:PBXOFX02,8,enfriamiento_sensible_kWh_termicos,47.39710399669064,744
CB,PLANTABAJA:PBXOFX02,9,enfriamiento_sensible_kWh_termicos,39.40859134995834,720
CB,PLANTABAJA:PBXOFX02,10,enfriamiento_sensible_kWh_termicos,71.59480057602376,744
CB,PLANTABAJA:PBXOFX02,11,enfriamiento_sensible_kWh_termicos,80.73238417677614,720
CB,PLANTABAJA:PBXOFX02,12,enfriamiento_sensible_kWh_termicos,124.5222044233121,744
CB,PLANTABAJA:PBXOFX02,1,enfriamiento_total_kWh_termicos,278.18628512607773,744
CB,PLANTABAJA:PBXOFX02,2,enfriamiento_total_kWh_termicos,280.12202996849504,672
CB,PLANTABAJA:PBXOFX02,3,enfriamiento_total_kWh_termicos,313.72799029440984,744
CB,PLANTABAJA:PBXOFX02,4,enfriamiento_total_kWh_termicos,293.255167081959,720
CB,PLANTABAJA:PBXOFX02,5,enfriamiento_total_kWh_termicos,267.49868079352547,744
CB,PLANTABAJA:PBXOFX02,6,enfriamiento_total_kWh_termicos,170.14327371582843,720
CB,PLANTABAJA:PBXOFX02,7,enfriamiento_total_kWh_termicos,133.41060090993855,744
CB,PLANTABAJA:PBXOFX02,8,enfriamiento_total_kWh_termicos,88.71908575940981,744
CB,PLANTABAJA:PBXOFX02,9,enfriamiento_total_kWh_termicos,72.48725823263271,720
CB,PLANTABAJA:PBXOFX02,10,enfriamiento_total_kWh_termicos,115.6167351803779,744
CB,PLANTABAJA:PBXOFX02,11,enfriamiento_total_kWh_termicos,134.8368725455207,720
CB,PLANTABAJA:PBXOFX02,12,enfriamiento_total_kWh_termicos,223.5343658882081,744
CB,PLANTABAJA:PBXOFX01,1,enfriamiento_sensible_kWh_termicos,175.81513720713417,744
CB,PLANTABAJA:PBXOFX01,2,enfriamiento_sensible_kWh_termicos,192.69752367125702,672
CB,PLANTABAJA:PBXOFX01,3,enfriamiento_sensible_kWh_termicos,226.5317828388625,744
CB,PLANTABAJA:PBXOFX01,4,enfriamiento_sensible_kWh_termicos,180.8457664448357,720
CB,PLANTABAJA:PBXOFX01,5,enfriamiento_sensible_kWh_termicos,177.64228999239137,744
CB,PLANTABAJA:PBXOFX01,6,enfriamiento_sensible_kWh_termicos,102.97863499191381,720
CB,PLANTABAJA:PBXOFX01,7,enfriamiento_sensible_kWh_termicos,69.41483660836462,744
CB,PLANTABAJA:PBXOFX01,8,enfriamiento_sensible_kWh_termicos,54.21542305427803,744
CB,PLANTABAJA:PBXOFX01,9,enfriamiento_sensible_kWh_termicos,39.52964804790476,720
CB,PLANTABAJA:PBXOFX01,10,enfriamiento_sensible_kWh_termicos,76.86310776369332,744
CB,PLANTABAJA:PBXOFX01,11,enfriamiento_sensible_kWh_termicos,83.46295449205965,720
CB,PLANTABAJA:PBXOFX01,12,enfriamiento_sensible_kWh_termicos,139.55138351083903,744
CB,PLANTABAJA:PBXOFX01,1,enfriamiento_total_kWh_termicos,327.2413203546135,744
CB,PLANTABAJA:PBXOFX01,2,enfriamiento_total_kWh_termicos,341.4385847647829,672
CB,PLANTABAJA:PBXOFX01,3,enfriamiento_total_kWh_termicos,393.21544720352523,744
CB,PLANTABAJA:PBXOFX01,4,enfriamiento_total_kWh_termicos,360.33323703902937,720
CB,PLANTABAJA:PBXOFX01,5,enfriamiento_total_kWh_termicos,339.012104907281,744
CB,PLANTABAJA:PBXOFX01,6,enfriamiento_total_kWh_termicos,205.43419506171307,720
CB,PLANTABAJA:PBXOFX01,7,enfriamiento_total_kWh_termicos,141.233061602754,744
CB,PLANTABAJA:PBXOFX01,8,enfriamiento_total_kWh_termicos,101.15759946474246,744
CB,PLANTABAJA:PBXOFX01,9,enfriamiento_total_kWh_termicos,72.60940268701205,720
CB,PLANTABAJA:PBXOFX01,10,enfriamiento_total_kWh_termicos,123.82044262229688,744
CB,PLANTABAJA:PBXOFX01,11,enfriamiento_total_kWh_termicos,139.81246408229873,720
CB,PLANTABAJA:PBXOFX01,12,enfriamiento_total_kWh_termicos,255.2903908335067,744
CB,PRIMERAPLANTAALTA:1PAXDC,1,enfriamiento_sensible_kWh_termicos,3196.11823732336,744
CB,PRIMERAPLANTAALTA:1PAXDC,2,enfriamiento_sensible_kWh_termicos,2985.9924902130097,672
CB,PRIMERAPLANTAALTA:1PAXDC,3,enfriamiento_sensible_kWh_termicos,3411.404113387426,744
CB,PRIMERAPLANTAALTA:1PAXDC,4,enfriamiento_sensible_kWh_termicos,3144.4327857278327,720
CB,PRIMERAPLANTAALTA:1PAXDC,5,enfriamiento_sensible_kWh_termicos,3248.972066268831,744
CB,PRIMERAPLANTAALTA:1PAXDC,6,enfriamiento_sensible_kWh_termicos,2998.5800414932614,720
CB,PRIMERAPLANTAALTA:1PAXDC,7,enfriamiento_sensible_kWh_termicos,2968.4033012156933,744
CB,PRIMERAPLANTAALTA:1PAXDC,8,enfriamiento_sensible_kWh_termicos,2984.8970235269953,744
CB,PRIMERAPLANTAALTA:1PAXDC,9,enfriamiento_sensible_kWh_termicos,2860.0369783333645,720
CB,PRIMERAPLANTAALTA:1PAXDC,10,enfriamiento_sensible_kWh_termicos,2981.1630346206584,744
CB,PRIMERAPLANTAALTA:1PAXDC,11,enfriamiento_sensible_kWh_termicos,2877.7690642159064,720
CB,PRIMERAPLANTAALTA:1PAXDC,12,enfriamiento_sensible_kWh_termicos,3065.572124362396,744
CB,PRIMERAPLANTAALTA:1PAXDC,1,enfriamiento_total_kWh_termicos,3542.9218694389847,744
CB,PRIMERAPLANTAALTA:1PAXDC,2,enfriamiento_total_kWh_termicos,3333.941875290361,672
CB,PRIMERAPLANTAALTA:1PAXDC,3,enfriamiento_total_kWh_termicos,3788.3477608805247,744
CB,PRIMERAPLANTAALTA:1PAXDC,4,enfriamiento_total_kWh_termicos,3548.214864640942,720
CB,PRIMERAPLANTAALTA:1PAXDC,5,enfriamiento_total_kWh_termicos,3611.001172663994,744
CB,PRIMERAPLANTAALTA:1PAXDC,6,enfriamiento_total_kWh_termicos,3278.9375411560654,720
CB,PRIMERAPLANTAALTA:1PAXDC,7,enfriamiento_total_kWh_termicos,3242.5983980866226,744
CB,PRIMERAPLANTAALTA:1PAXDC,8,enfriamiento_total_kWh_termicos,3195.302378433495,744
CB,PRIMERAPLANTAALTA:1PAXDC,9,enfriamiento_total_kWh_termicos,3069.214298670969,720
CB,PRIMERAPLANTAALTA:1PAXDC,10,enfriamiento_total_kWh_termicos,3149.3816620116054,744
CB,PRIMERAPLANTAALTA:1PAXDC,11,enfriamiento_total_kWh_termicos,3079.840406835939,720
CB,PRIMERAPLANTAALTA:1PAXDC,12,enfriamiento_total_kWh_termicos,3356.408553590999,744
CB,PRIMERAPLANTAALTA:1PAXES,1,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PRIMERAPLANTAALTA:1PAXES,2,enfriamiento_sensible_kWh_termicos,0.0,672
CB,PRIMERAPLANTAALTA:1PAXES,3,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PRIMERAPLANTAALTA:1PAXES,4,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PRIMERAPLANTAALTA:1PAXES,5,enfriamiento_sensible_kWh_termicos,0.0,744
CB,PRIMERAPLANTAALTA:1PAXES,6,enfriamiento_sensible_kWh_termicos,0.0,720
CB,PRIMERAPLANTAALTA:1PAXES,7,enfriamiento_sensible_kWh_termicos,0.0,744
