orientacion,muro_bruto_m2,ventana_m2,WWR_pct
N,5.271629646674867,0.0,0.0
NE,109.79181570755978,42.783853416514965,38.96816273671395
SE,138.33438775235874,19.18193534684313,13.866353593281477
SO,114.26180758081568,52.23595932703191,45.71602745745658
NO,135.53988821007727,0.0,0.0
