"Date/Time";"Glazing";"Walls";"Ceilings (int)";"Floors (int)";"Ground Floors";"Partitions (int)";"Roofs";"Floors (ext)";"Internal Natural vent.";"Sensible Cooling";"Mech Vent + Nat Vent + Infiltration";"External Air";"External Vent.";"Total Cooling";"General Lighting";"Miscellaneous";"Catering";"Computer + Equip";"Occupancy";"Solar Gains Interior Windows";"Solar Gains Exterior Windows";"Zone Sensible Heating";"Zone Sensible Cooling";"Air Temperature";"Radiant Temperature";"Operative Temperature";"Room Electricity";"Lighting";"Cooling (Electricity)";"Outside Dry-Bulb Temperature"
"";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"ac/h";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"°C";"°C";"°C";"kWh";"kWh";"kWh";"°C"
"27/02/2025";"-20,43786";"8,283591";"3,769192";"-3,077222";"-37,89786";"-3,752759";"-1,731658";"-0,373247";"1,873901";"-256,2559";"1,692084";"0,301742";"2,112819";"-447,0786";"44,19941";"95,23257";"0,877635";"13,83909";"18,16964";"8,386802";"112,3005";"1,218745";"-235,7989";"27,68891";"29,42083";"28,55487";"109,9493";"44,19941";"237,4659";"27,48333"
"28/02/2025";"-25,44964";"8,579341";"4,270461";"-3,419806";"-36,77216";"-2,301389";"-1,134875";"-0,458341";"1,351854";"-244,5764";"1,42281";"-1,079133";"-2,571535";"-384,2793";"44,19941";"95,23257";"0,877635";"13,83909";"18,63575";"8,299444";"115,4289";"0,7540195";"-230,0136";"27,68589";"29,43624";"28,56106";"109,9493";"44,19941";"204,3518";"26,8618"
"01/03/2025";"-22,9204";"11,93226";"4,3638";"-3,495825";"-35,79187";"-4,193509";"-1,455866";"-0,420231";"6,145143";"-264,5266";"1,336102";"-0,625547";"-1,57038";"-424,4868";"43,48851";"95,17348";"0,877635";"13,83909";"18,27189";"8,906897";"119,1958";"1,181903";"-244,966";"27,89553";"29,73503";"28,81528";"109,8902";"43,48851";"225,6124";"27,43333"
"02/03/2025";"-32,87197";"-2,426797";"4,971378";"-6,436139";"-40,1773";"-12,9586";"-3,848184";"-0,935888";"0,453331";"-109,5466";"0,3693192";"-0,757466";"-3,548822";"-120,024";"1,883448";"94,24216";"0";"0";"0,3952319";"7,749401";"106,9969";"0,1299672";"-109,5968";"29,80586";"30,31523";"30,06055";"94,24216";"1,883448";"66,67999";"27,74722"
"03/03/2025";"-32,62568";"7,748603";"6,750607";"-1,40526";"-33,81216";"10,31231";"1,460511";"-0,605356";"1,621747";"-257,1175";"1,469933";"-1,060938";"-3,445001";"-406,189";"44,19941";"95,23257";"0,877635";"13,83909";"18,53381";"8,319334";"114,1578";"0,5662384";"-244,6919";"28,03384";"29,96144";"28,99764";"109,9493";"44,19941";"215,9213";"27,04028"
"04/03/2025";"-25,43477";"-1,124106";"4,266319";"-1,861213";"-28,0861";"9,112348";"0,456048";"-0,564716";"0,350842";"-229,8884";"1,432714";"-1,087002";"-2,952616";"-373,0894";"44,19941";"95,23257";"0,877635";"13,83909";"18,74328";"6,95955";"94,29179";"0,3668751";"-220,8622";"27,6107";"29,26626";"28,43848";"109,9493";"44,19941";"198,4819";"26,61979"
"05/03/2025";"-18,83868";"20,17936";"3,042565";"-5,106024";"-34,65591";"-10,44283";"-3,448724";"0,268858";"4,301911";"-255,1466";"1,209501";"-0,550435";"-1,53251";"-401,9819";"44,19941";"95,23257";"0,877635";"13,83909";"18,56373";"8,076125";"112,2997";"0,8993394";"-238,4246";"27,97899";"29,72485";"28,85192";"109,9493";"44,19941";"213,4884";"27,5309"
"06/03/2025";"-27,53794";"16,11729";"5,564734";"-2,665967";"-34,2447";"0,18856";"0,44777";"-0,514234";"0,514353";"-256,8293";"1,360272";"-0,487744";"-0,424075";"-406,5183";"44,19941";"95,23257";"0,877635";"13,83909";"18,5251";"7,85052";"111,1695";"0,7223315";"-242,3771";"28,1039";"29,93756";"29,02073";"109,9493";"44,19941";"216,0698";"27,33125"
"07/03/2025";"-28,48267";"-3,3611";"4,755621";"-1,47218";"-28,17428";"9,16149";"-0,318558";"-0,543395";"1,412601";"-218,7836";"1,189953";"-0,425096";"-2,102557";"-362,7296";"44,19941";"95,23257";"0,877635";"13,83909";"18,7726";"6,731151";"93,43588";"0,02135795";"-216,5424";"27,82598";"29,33453";"28,58026";"109,9493";"44,19941";"192,6525";"26,43438"
"08/03/2025";"-21,18107";"4,432271";"3,6011";"-3,588111";"-31,44329";"-2,324045";"-3,027746";"-0,293319";"4,510936";"-246,5398";"1,200757";"-0,512703";"-1,403519";"-405,6375";"43,48851";"95,17348";"0,877635";"13,83909";"18,46202";"7,739451";"109,0248";"0,9739487";"-230,1277";"27,77716";"29,42256";"28,59986";"109,8902";"43,48851";"215,5309";"27,57639"
"09/03/2025";"-34,55928";"-2,3979";"4,7313";"-5,997548";"-37,83496";"-12,02999";"-4,051762";"-0,870389";"-0,289028";"-108,4408";"0,4731832";"-1,373881";"-5,234431";"-118,6953";"1,883448";"94,24216";"0";"0";"0,4421492";"7,781117";"106,9599";"0,0275382";"-108,652";"29,46945";"30,03164";"29,75055";"94,24216";"1,883448";"65,94185";"27,07049"
"10/03/2025";"-24,46093";"19,70396";"5,063107";"-2,758483";"-33,24261";"3,443339";"0,53474";"-0,243864";"2,163387";"-250,2133";"1,373066";"-0,915488";"-3,046876";"-416,5749";"44,19941";"95,23257";"0,877635";"13,83909";"18,56755";"7,200278";"98,64287";"0,4844154";"-238,6378";"28,07256";"29,90046";"28,98651";"109,9493";"44,19941";"221,3742";"26,99375"
"11/03/2025";"-18,81034";"15,44313";"4,772456";"-3,454205";"-34,33397";"-1,144493";"0,402954";"-0,328178";"4,655643";"-263,4231";"1,306173";"-0,349049";"-0,113759";"-426,2633";"44,19941";"95,23257";"0,877635";"13,83909";"18,50459";"7,312447";"103,1236";"1,130355";"-243,3133";"28,1775";"29,96135";"29,06943";"109,9493";"44,19941";"226,6236";"28,09583"
"12/03/2025";"-12,85451";"25,38965";"4,409005";"-4,230709";"-36,60349";"-4,880001";"-1,118453";"0,112032";"6,626353";"-281,5192";"1,263703";"-0,317054";"-0,738461";"-462,0206";"44,19941";"95,23257";"0,877635";"13,83909";"18,28601";"7,36806";"104,1982";"1,797565";"-253,7561";"28,3169";"30,18393";"29,25042";"109,9493";"44,19941";"245,486";"28,8184"
"13/03/2025";"-20,28048";"18,57908";"5,477588";"-3,127616";"-36,77982";"1,116317";"0,933999";"-0,29783";"6,001487";"-279,2737";"1,457724";"-0,409933";"-0,694459";"-452,1642";"44,19941";"95,23257";"0,877635";"13,83909";"18,33306";"7,904712";"109,8514";"1,443174";"-255,2283";"28,29414";"30,21675";"29,25545";"109,9493";"44,19941";"240,5032";"28,28715"
"14/03/2025";"-22,36661";"15,66481";"5,178121";"-3,107218";"-34,79725";"3,382482";"0,36686";"-0,327286";"3,532122";"-269,3514";"1,387009";"-0,585828";"-0,760505";"-430,5938";"44,19941";"95,23257";"0,877635";"13,83909";"18,44034";"7,688409";"107,6207";"1,245196";"-248,1821";"28,11994";"29,99723";"29,05858";"109,9493";"44,19941";"229,0234";"27,65694"
"15/03/2025";"-27,24697";"12,31354";"4,875708";"-2,895762";"-33,78159";"3,459278";"0,194549";"-0,491666";"4,124636";"-254,4649";"1,338385";"-1,010261";"-3,025707";"-409,6606";"43,48851";"95,17348";"0,877635";"13,83909";"18,37249";"7,980294";"110,6205";"0,7738267";"-239,88";"27,97557";"29,80908";"28,89232";"109,8902";"43,48851";"217,9471";"26,91493"
"16/03/2025";"-39,64212";"-0,444764";"5,786436";"-6,413843";"-39,82574";"-9,948947";"-3,118001";"-0,932452";"0,605512";"-109,6422";"0,5299014";"-2,061934";"-5,890818";"-120,5649";"1,883448";"94,24216";"0";"0";"0,4044478";"8,083499";"110,8969";"0,007622524";"-109,7759";"29,68089";"30,28975";"29,98532";"94,24216";"1,883448";"66,98048";"26,72535"
"17/03/2025";"-32,09929";"12,73441";"5,977242";"-2,297007";"-33,73734";"8,047608";"1,064668";"-0,587777";"0,635584";"-250,6592";"1,462624";"-1,819408";"-4,225168";"-397,5811";"44,19941";"95,23257";"0,877635";"13,83909";"18,60889";"8,16165";"111,4356";"0,528532";"-240,0506";"27,99345";"29,90618";"28,94981";"109,9493";"44,19941";"211,2697";"26,43507"
"18/03/2025";"-24,97191";"13,70656";"4,370731";"-3,657895";"-31,7502";"1,258848";"-0,226123";"-0,216937";"2,570334";"-245,307";"1,278836";"-0,899497";"-2,76835";"-388,6167";"44,19941";"95,23257";"0,877635";"13,83909";"18,62562";"7,156065";"102,2305";"0,6244252";"-232,3297";"27,92404";"29,65064";"28,78734";"109,9493";"44,19941";"206,4007";"26,72812"
"19/03/2025";"-29,79055";"19,78844";"4,839727";"-2,212736";"-31,27323";"3,639443";"0,630546";"-0,358577";"1,330736";"-235,4152";"1,365993";"-1,451174";"-4,472931";"-369,1352";"44,19941";"95,23257";"0,877635";"13,83909";"18,68378";"7,155575";"96,71024";"0,158583";"-231,372";"27,86692";"29,65057";"28,75875";"109,9493";"44,19941";"196,1831";"25,88681"
"20/03/2025";"-23,42348";"16,18494";"4,216489";"-4,008481";"-32,52205";"-2,733367";"-0,221456";"-0,167972";"2,972035";"-250,7137";"1,27549";"-1,17053";"-2,766096";"-393,0517";"44,19941";"95,23257";"0,877635";"13,83909";"18,60498";"7,523853";"105,2733";"0,8903458";"-234,9305";"27,88775";"29,66056";"28,77415";"109,9493";"44,19941";"208,8712";"26,87917"
"21/03/2025";"-33,78801";"13,20763";"4,665188";"-2,452553";"-32,43671";"2,371019";"0,923354";"-0,645845";"-0,155569";"-229,6479";"1,312472";"-1,40592";"-4,395202";"-370,9437";"44,19941";"95,17348";"0,877635";"13,83909";"18,58953";"7,926488";"108,9669";"0,1931486";"-228,7096";"27,8719";"29,63215";"28,75203";"109,8902";"44,19941";"196,8706";"25,74792"
"22/03/2025";"-24,12051";"17,2922";"3,977323";"-3,291898";"-32,43699";"-1,902505";"0,140976";"-0,17757";"3,886086";"-250,0854";"1,205359";"-0,893016";"-2,70725";"-381,4363";"43,48851";"95,17348";"0,877635";"13,83909";"18,44754";"7,287757";"102,5593";"0,8197572";"-234,4825";"27,92621";"29,65469";"28,79045";"109,8902";"43,48851";"202,7906";"27,03924"
"23/03/2025";"-33,65804";"5,422908";"4,937913";"-6,698865";"-39,40147";"-13,70357";"-2,949095";"-0,557755";"1,365978";"-110,2519";"0,4313345";"-1,556142";"-4,374321";"-121,3815";"1,883448";"94,24216";"0";"0";"0,4007172";"7,231609";"101,2968";"0,07615491";"-110,3119";"29,77837";"30,30147";"30,03992";"94,24216";"1,883448";"67,43417";"27,44375"
"24/03/2025";"-27,83158";"18,2604";"5,611502";"-2,724805";"-34,8742";"6,319266";"1,429293";"-0,352864";"2,182296";"-259,0066";"1,341681";"-1,323216";"-3,054514";"-397,056";"44,19941";"95,17348";"0,877635";"13,83909";"18,32599";"7,639435";"106,035";"0,7721372";"-243,2553";"28,16352";"30,04253";"29,10302";"109,8902";"44,19941";"211,4986";"27,13785"
"25/03/2025";"-26,41878";"17,51031";"4,756985";"-2,684371";"-33,94272";"3,730593";"0,749672";"-0,362374";"4,957995";"-257,7021";"1,166584";"-0,886738";"-2,215382";"-414,843";"44,19941";"95,17348";"0,877635";"13,83909";"18,36159";"7,492816";"103,6297";"0,7526644";"-241,9354";"28,06835";"29,86421";"28,96628";"109,8902";"44,19941";"220,5615";"27,075"
"26/03/2025";"-22,71687";"14,94559";"4,050961";"-2,805423";"-31,5679";"2,782707";"0,315699";"-0,273245";"5,162685";"-249,962";"1,103492";"-0,759394";"-1,852502";"-397,4226";"44,19941";"95,17348";"0,877635";"13,83909";"18,38781";"6,58217";"93,93866";"0,8276669";"-233,4595";"27,98384";"29,64906";"28,81645";"109,8902";"44,19941";"211,3705";"27,15174"
"27/03/2025";"-23,58789";"22,05092";"3,7242";"-3,195393";"-33,32886";"-1,20155";"-0,333663";"-0,06333";"3,390532";"-248,1447";"1,304279";"-1,349116";"-3,214809";"-402,0739";"44,19941";"95,17348";"0,877635";"13,83909";"18,42281";"7,221503";"100,2404";"0,5554388";"-235,8006";"27,98928";"29,75554";"28,87241";"109,8902";"44,19941";"213,7392";"26,89618"
"28/03/2025";"-24,69567";"22,55885";"4,268734";"-3,365193";"-31,77307";"0,210589";"1,046812";"-0,232746";"3,161836";"-242,262";"1,312537";"-1,509659";"-4,199862";"-382,5613";"44,19941";"95,17348";"0,877635";"13,83909";"18,47185";"6,479424";"93,01588";"0,6019382";"-230,4844";"27,99006";"29,69863";"28,84434";"109,8902";"44,19941";"203,3245";"26,57083"
"29/03/2025";"-28,34882";"19,81686";"4,524353";"-2,442321";"-32,26133";"3,119522";"0,985937";"-0,454434";"1,105767";"-234,4239";"1,300362";"-1,034832";"-3,18911";"-379,6462";"43,48851";"95,17348";"0,877635";"13,83909";"18,5382";"6,900123";"96,94669";"0,12585";"-230,8897";"27,99996";"29,7076";"28,85378";"109,8902";"43,48851";"201,7229";"26,36493"
"30/03/2025";"-34,85824";"-5,97805";"5,400057";"-4,93017";"-35,2744";"-4,392968";"-1,613324";"-0,938303";"-0,047235";"-109,04";"0,7138001";"-1,993668";"-4,905166";"-121,0026";"1,883448";"94,24216";"0";"0";"0,4171228";"6,99143";"98,06896";"0,03477188";"-109,1764";"29,34459";"29,9219";"29,63324";"94,24216";"1,883448";"67,22367";"27,16146"
"31/03/2025";"-22,57173";"19,42898";"4,435173";"-2,54959";"-32,26574";"3,530984";"-0,117645";"-0,032178";"2,083509";"-253,9247";"1,40637";"-0,978055";"-2,069686";"-415,6033";"44,19941";"95,17348";"0,877635";"13,83909";"18,3656";"6,868291";"95,53159";"0,8003523";"-237,7395";"27,93261";"29,72749";"28,83005";"109,8902";"44,19941";"221,1813";"27,40833"
"01/04/2025";"-20,9515";"4,732941";"3,792939";"-2,160632";"-27,51596";"3,687424";"0,911868";"-0,410807";"0,130995";"-260,7016";"1,473365";"0,592971";"3,43997";"-416,7157";"44,19941";"95,17348";"0,877635";"13,83909";"18,48289";"7,241267";"100,6958";"1,174261";"-240,3738";"27,76468";"29,53797";"28,65133";"109,8902";"44,19941";"221,6161";"27,56979"
"02/04/2025";"-28,41677";"-12,12121";"4,053695";"-0,448461";"-22,56119";"10,59268";"1,083463";"-0,705395";"-0,785809";"-236,9611";"1,521988";"-0,480803";"-0,126149";"-412,9812";"44,19941";"95,17348";"0,877635";"13,83909";"18,57409";"7,083753";"99,50623";"0,6699324";"-223,0234";"27,44172";"29,09962";"28,27066";"109,8902";"44,19941";"219,478";"27,09236"
"03/04/2025";"-23,35199";"-11,6807";"1,695289";"-1,444236";"-20,31145";"3,492286";"-1,113484";"-0,552425";"-0,956479";"-209,9064";"1,499433";"-0,863463";"-1,874821";"-375,0513";"44,19941";"95,17348";"0,877635";"13,83909";"18,81106";"6,474877";"88,8344";"0,2031305";"-203,5395";"27,21861";"28,66218";"27,9404";"109,8902";"44,19941";"199,2701";"26,58993"
"04/04/2025";"-21,39178";"3,498413";"1,770868";"-1,418765";"-23,00533";"-3,597516";"-1,680466";"-0,440748";"-0,651688";"-231,5826";"1,718927";"-0,719276";"-0,595345";"-402,5581";"44,19941";"95,23257";"0,877635";"13,83909";"18,95719";"6,73237";"93,58962";"0,6716057";"-218,6455";"27,31275";"28,93082";"28,12178";"109,9493";"44,19941";"213,734";"26,85451"
"05/04/2025";"-27,71921";"-14,54033";"2,427477";"-0,686853";"-19,93874";"3,495412";"-0,099371";"-0,563838";"0,110319";"-212,3603";"1,280025";"-0,373637";"-1,297556";"-370,8149";"43,48851";"95,17348";"0,877635";"13,83909";"18,79416";"6,581192";"92,12628";"0,3040281";"-204,2836";"27,26732";"28,67151";"27,96941";"109,8902";"43,48851";"196,9951";"26,54236"
"06/04/2025";"-43,30353";"-40,82262";"3,459677";"-0,808341";"-16,67835";"7,951709";"-0,375545";"-1,230475";"0,052522";"-102,6618";"0,6821246";"-0,367095";"-0,906629";"-114,1271";"1,883448";"94,24216";"0";"0";"0,5417866";"6,722338";"95,77454";"0,1025465";"-102,6784";"27,78733";"28,18183";"27,98458";"94,24216";"1,883448";"63,40393";"27,1691"
"07/04/2025";"-16,51425";"-2,24468";"-0,369561";"-3,603726";"-23,07899";"-13,3107";"-5,604484";"-0,043047";"2,359312";"-225,9643";"1,238037";"-0,374501";"-1,18197";"-375,3315";"44,19941";"95,23257";"0,877635";"13,83909";"18,95961";"7,400991";"103,5502";"0,8261389";"-211,0285";"27,22005";"28,6741";"27,94707";"109,9493";"44,19941";"199,6362";"27,06736"
"08/04/2025";"-19,21009";"15,70831";"1,904398";"-2,058004";"-26,77673";"-9,492639";"-1,764231";"-0,1754";"1,976518";"-248,3149";"1,341806";"-0,331574";"0,454922";"-406,042";"44,19941";"95,23257";"0,877635";"13,83909";"18,77392";"7,050618";"97,11739";"1,012401";"-230,3756";"27,70098";"29,38116";"28,54107";"109,9493";"44,19941";"215,8624";"27,37257"
"09/04/2025";"-23,28307";"15,49262";"2,924074";"-1,380954";"-26,2571";"-1,182983";"0,033746";"-0,306019";"2,37299";"-244,1886";"1,3199";"-1,169638";"-2,798379";"-405,9821";"44,19941";"95,23257";"0,877635";"13,83909";"18,71013";"6,686119";"91,90054";"0,7000499";"-230,1883";"27,73111";"29,46157";"28,59634";"109,9493";"44,19941";"215,8432";"26,87535"
"10/04/2025";"-37,1203";"-24,52609";"4,115596";"1,468522";"-16,45353";"17,47632";"2,853291";"-1,057521";"-1,766314";"-207,6087";"1,529057";"-0,557288";"-0,93334";"-350,4868";"44,19941";"95,23257";"0,877635";"13,83909";"19,07062";"5,825744";"83,66103";"0,2988206";"-199,7258";"27,18163";"28,53337";"27,8575";"109,9493";"44,19941";"186,1934";"26,42569"
"11/04/2025";"-23,15308";"-21,53442";"0,914259";"-0,446799";"-14,53739";"5,094305";"-1,772382";"-0,456231";"-0,343809";"-202,8036";"1,437255";"-0,57503";"-1,541098";"-349,2543";"44,19941";"95,23257";"0,877635";"13,83909";"19,17567";"5,776323";"81,85719";"0,3592313";"-194,4346";"26,77033";"28,06843";"27,41938";"109,9493";"44,19941";"185,698";"26,45729"
"12/04/2025";"-32,4002";"-39,18982";"1,389916";"0,637905";"-12,18435";"7,330521";"-0,627705";"-0,994758";"-2,240816";"-198,6588";"1,661382";"1,01442";"4,365132";"-339,5138";"43,48851";"95,17348";"0,877635";"13,83909";"19,03911";"6,2073";"85,85509";"0,9115046";"-184,0639";"26,65479";"27,70274";"27,17877";"109,8902";"43,48851";"180,505";"27,30313"
"13/04/2025";"-16,91681";"-8,567603";"-1,06457";"-4,537022";"-23,47072";"-20,31247";"-6,988646";"-0,325227";"0,468261";"-102,723";"0,797336";"-0,692239";"-1,652173";"-114,5705";"1,883448";"94,24216";"0";"0";"0,5378476";"6,451588";"88,62973";"0,1694232";"-102,7291";"28,16056";"28,57502";"28,36779";"94,24216";"1,883448";"63,65029";"27,575"
"14/04/2025";"-17,40592";"15,49512";"1,574854";"-0,948028";"-24,88713";"-7,327182";"-1,497919";"-0,225236";"-0,799101";"-245,1826";"1,671045";"0,373479";"2,514881";"-417,1211";"44,19941";"95,23257";"0,877635";"13,83909";"18,92962";"6,503392";"88,99065";"0,8177022";"-229,1925";"27,53798";"29,20771";"28,37284";"109,9493";"44,19941";"221,5667";"27,47604"
"15/04/2025";"-27,01561";"-10,80527";"2,924558";"0,509803";"-19,52844";"8,6768";"1,361549";"-0,67578";"-1,912366";"-218,2093";"1,720675";"-0,407478";"-0,510678";"-390,2969";"44,19941";"95,23257";"0,877635";"13,83909";"19,03373";"6,144948";"84,60641";"0,3093052";"-209,4839";"27,23178";"28,73597";"27,98387";"109,9493";"44,19941";"207,3478";"26,83646"
"16/04/2025";"-25,70454";"-23,40779";"1,536532";"-0,010227";"-16,70986";"6,456447";"-1,033542";"-0,75447";"-3,303777";"-206,6674";"1,794745";"0,140434";"1,175904";"-369,0557";"44,19941";"95,23257";"0,877635";"13,83909";"19,21642";"6,374954";"87,00388";"0,3488013";"-197,8319";"26,90428";"28,23493";"27,56961";"109,9493";"44,19941";"195,9649";"26,78437"
"17/04/2025";"-28,81379";"-36,19428";"0,906896";"0,553959";"-12,65182";"6,216339";"-2,074547";"-0,888492";"-1,313306";"-194,8413";"1,640646";"0,282676";"1,948973";"-344,6078";"44,19941";"95,23257";"0,877635";"13,83909";"19,28422";"5,996482";"82,70888";"0,7983667";"-182,537";"26,70855";"27,76502";"27,23678";"109,9493";"44,19941";"183,1884";"27,13229"
"18/04/2025";"-8,893272";"2,828885";"-1,382415";"-2,533181";"-18,94363";"-14,38805";"-5,284813";"0,021691";"-0,806337";"-221,0738";"1,710837";"0,674069";"3,11894";"-383,4117";"44,19941";"95,23257";"0,877635";"13,83909";"19,15006";"5,586079";"79,72169";"0,9697886";"-205,1525";"27,01406";"28,35044";"27,68225";"109,9493";"44,19941";"203,7032";"27,48611"
"19/04/2025";"-14,51225";"9,634983";"1,067966";"-0,515795";"-19,82467";"-4,689663";"-1,008354";"-0,246154";"-1,337231";"-230,3264";"1,819573";"0,283346";"3,021914";"-397,6458";"43,48851";"95,17348";"0,877635";"13,83909";"18,82656";"5,01787";"71,36954";"0,8886548";"-214,4174";"27,2561";"28,75738";"28,00674";"109,8902";"43,48851";"211,2305";"27,26493"
"20/04/2025";"-35,29988";"-6,652507";"2,79495";"-1,772291";"-21,6371";"-2,670553";"-0,983413";"-0,72451";"-0,174194";"-105,0893";"0,6673217";"-2,024628";"-6,297368";"-117,4869";"1,883448";"94,24216";"0";"0";"0,5143239";"5,745268";"79,93195";"0";"-105,4182";"28,27282";"28,86328";"28,56805";"94,24216";"1,883448";"65,27051";"25,87778"
"21/04/2025";"-28,69269";"-15,47337";"2,01749";"-0,118605";"-17,3266";"6,590975";"0,814457";"-0,533387";"-0,277452";"-203,2492";"1,390279";"-0,715593";"-3,303092";"-356,267";"44,19941";"95,23257";"0,877635";"13,83909";"19,10959";"6,159688";"84,32481";"0,09084226";"-199,8461";"27,00608";"28,3958";"27,70094";"109,9493";"44,19941";"189,4177";"25,8934"
"22/04/2025";"-36,95821";"-41,16798";"2,020745";"1,192228";"-10,68588";"12,72746";"1,110593";"-1,11261";"-0,660705";"-183,5465";"1,285553";"-0,279525";"-1,214206";"-315,7026";"44,19941";"95,23257";"0,877635";"13,83909";"19,31901";"5,69993";"80,00806";"0,2897656";"-176,6181";"26,6317";"27,64015";"27,13592";"109,9493";"44,19941";"167,7861";"26,11424"
"23/04/2025";"-29,82177";"-42,54084";"0,10081";"0,457695";"-9,715097";"4,287654";"-2,794674";"-0,958452";"-0,887196";"-182,073";"1,302854";"0,167661";"0,494768";"-314,85";"44,19941";"95,23257";"0,877635";"13,83909";"19,39495";"5,942244";"81,5061";"0,5878016";"-171,5863";"26,40065";"27,30776";"26,85421";"109,9493";"44,19941";"167,276";"26,52743"
"24/04/2025";"-32,9059";"-41,75179";"-0,072805";"0,915842";"-9,104424";"1,623673";"-3,33053";"-1,026022";"-1,216424";"-170,2929";"1,318732";"-0,288352";"-1,551561";"-298,5647";"44,19941";"95,23257";"0,877635";"13,83909";"19,48336";"6,161714";"85,73112";"0,1824098";"-168,0392";"26,29148";"27,20068";"26,74608";"109,9493";"44,19941";"158,457";"25,77188"
"25/04/2025";"-16,63316";"-8,699782";"-2,067452";"-1,700757";"-15,31156";"-14,33222";"-5,830837";"-0,310082";"-1,871774";"-201,8103";"1,832396";"-0,222339";"0,180689";"-340,962";"44,19941";"95,23257";"0,877635";"13,83909";"19,3738";"6,287353";"87,05167";"0,4915172";"-191,8528";"26,50758";"27,76862";"27,1381";"109,9493";"44,19941";"181,0643";"26,14583"
"26/04/2025";"-19,31581";"4,417314";"-0,083621";"-0,638055";"-18,5447";"-9,563495";"-2,234956";"-0,383652";"-2,357727";"-218,7107";"2,142384";"-0,061299";"0,667834";"-371,5342";"43,48851";"95,17348";"0,877635";"13,83909";"19,00134";"6,026534";"83,5333";"0,5809397";"-206,757";"26,87328";"28,35992";"27,6166";"109,8902";"43,48851";"197,2127";"26,53021"
"27/04/2025";"-29,91847";"-4,397339";"1,43113";"-2,993228";"-23,67771";"-11,40254";"-2,708768";"-0,687935";"0,184256";"-104,678";"1,054534";"-2,350179";"-6,821966";"-116,6766";"1,883448";"94,24216";"0";"0";"0,5137805";"6,43272";"88,31081";"0,05729782";"-104,7424";"28,23232";"28,82492";"28,52862";"94,24216";"1,883448";"64,82034";"26,47083"
"28/04/2025";"-23,67223";"4,617996";"1,61005";"-0,749024";"-21,4779";"-0,468474";"-0,280023";"-0,424958";"-1,280632";"-226,228";"1,82215";"-1,063454";"-2,023134";"-366,5582";"44,19941";"95,23257";"0,877635";"13,83909";"19,05421";"6,350785";"87,18559";"0,505747";"-214,8716";"27,21843";"28,82767";"28,02305";"109,9493";"44,19941";"194,9089";"26,40243"
"29/04/2025";"-24,27507";"3,276805";"1,528825";"-0,570468";"-20,67726";"0,970142";"0,213429";"-0,461798";"-1,957847";"-218,9956";"1,888654";"-1,566338";"-3,364752";"-365,2054";"44,19941";"95,23257";"0,877635";"13,83909";"19,06112";"6,205429";"85,02187";"0,3216673";"-210,5944";"27,13558";"28,74273";"27,93915";"109,9493";"44,19941";"194,2035";"26,2559"
"30/04/2025";"-22,25753";"1,502837";"1,150869";"-1,003584";"-20,50536";"-0,497671";"-0,136541";"-0,476158";"-2,592345";"-223,1051";"1,990057";"-0,729624";"-0,819292";"-370,0833";"44,19941";"95,23257";"0,877635";"13,83909";"19,12852";"6,226786";"85,49875";"0,6108621";"-211,6073";"27,10493";"28,67401";"27,88947";"109,9493";"44,19941";"196,7066";"26,475"
"01/05/2025";"-23,34145";"3,497119";"1,443806";"-0,724887";"-22,26052";"0,498484";"-0,109024";"-0,464324";"-2,308336";"-208,0494";"1,975727";"-1,168543";"-2,99375";"-339,6112";"44,19941";"95,23257";"0,877635";"13,83909";"19,17242";"5,893536";"80,7282";"0,02117537";"-204,692";"27,18566";"28,66248";"27,92407";"109,9493";"44,19941";"180,452";"26,36944"
"02/05/2025";"-16,98768";"13,87772";"0,961541";"-2,312588";"-25,10673";"-6,318955";"-1,095878";"-0,050194";"1,436427";"-226,4904";"1,500594";"-0,728479";"-2,125912";"-381,0434";"44,19941";"95,23257";"0,877635";"13,83909";"18,94808";"5,978814";"81,93947";"0,5060415";"-215,2677";"27,369";"28,89094";"28,12997";"109,9493";"44,19941";"202,7225";"26,93403"
"03/05/2025";"-19,41451";"14,06802";"2,077896";"-1,490108";"-26,0124";"-1,833897";"0,371184";"-0,2461";"-0,792321";"-235,9226";"1,760068";"-0,268255";"0,089532";"-393,2408";"43,48851";"95,17348";"0,877635";"13,83909";"18,72569";"6,132058";"84,36337";"0,6473422";"-222,6788";"27,45265";"29,0803";"28,26648";"109,8902";"43,48851";"209,2717";"27,08819"
"04/05/2025";"-29,98228";"0,607253";"3,394199";"-3,158439";"-27,72013";"-4,392308";"-1,051405";"-0,673528";"-0,40979";"-106,7038";"1,112508";"-2,601403";"-6,735197";"-119,174";"1,883448";"94,24216";"0";"0";"0,4722601";"5,764361";"79,62068";"0,04848126";"-106,7736";"28,65522";"29,26285";"28,95903";"94,24216";"1,883448";"66,20775";"26,85035"
"05/05/2025";"-17,91925";"3,861715";"2,328817";"-0,806418";"-22,79099";"6,634707";"0,715027";"-0,351257";"-1,31172";"-228,2539";"1,771152";"-0,547697";"0,000491";"-393,8578";"44,19941";"95,23257";"0,877635";"13,83909";"18,99904";"5,275056";"72,33415";"0,6541758";"-214,6385";"27,32131";"28,86913";"28,09522";"109,9493";"44,19941";"209,5044";"27,05417"
