"Date/Time";"Outside Dry-Bulb Temperature";"Outside Dew-Point Temperature";"Direct Normal Solar";"Diffuse Horizontal Solar";"Wind Speed";"Wind Direction";"Atmospheric Pressure";"Solar Altitude";"Solar Azimuth";
;"°C";"°C";"kWh/m2";"kWh/m2";"m/s";"°";"Pa";"°";"°";
"10/11/2002";"22,50937";"19,99063";"1,958";"2,69775";"5,234375";"165,7604";"101084,8";"0,4515058";"180,561";
"11/11/2002";"22,66979";"20,27604";"4,605";"1,92075";"4,751042";"170,2396";"101116,1";"0,4561774";"180,5492";
"12/11/2002";"22,50104";"19,86979";"2,736";"2,65325";"5,342708";"174,0104";"101129";"0,460724";"180,5374";
"13/11/2002";"22,56875";"19,64375";"3,91";"2,4205";"5,919792";"172,8958";"101104,5";"0,4651469";"180,5257";
"14/11/2002";"23,01563";"19,99479";"5,728";"1,88325";"6,484375";"173,2188";"101099,8";"0,4694474";"180,514";
"15/11/2002";"22,68958";"19,55104";"7,085";"1,3105";"5,772917";"168,2188";"101111,5";"0,4736265";"180,5024";
"16/11/2002";"22,74479";"18,71771";"5,471";"2,057";"7,673958";"163,9896";"101114,1";"0,4776855";"180,4908";
"17/11/2002";"22,32187";"17,64167";"2,899";"2,901";"7,115625";"162,8333";"101104,2";"0,4816253";"180,4792";
"18/11/2002";"22,52708";"18,91562";"5,643";"2,055";"6,553125";"159,3854";"101088,5";"0,4854469";"180,4677";
"19/11/2002";"22,27188";"18,47812";"7,247";"1,384";"5,891667";"156";"101105,1";"0,4891514";"180,4562";
"20/11/2002";"21,72812";"17,96771";"4,537";"2,519";"6,441667";"146,5417";"101101,1";"0,4927396";"180,4447";
"21/11/2002";"21,95938";"17,48229";"5,662";"2,087";"5,519792";"152,4688";"101103,9";"0,4962123";"180,4333";
"22/11/2002";"21,80104";"18,12812";"6,607";"1,8235";"6";"142,9688";"101102,1";"0,4995704";"180,4218";
"23/11/2002";"22,09687";"18,49271";"1,967";"2,85825";"6,059375";"149,3333";"101098,6";"0,5028148";"180,4104";
"24/11/2002";"22,37188";"19,34479";"7,109";"1,45025";"5,4375";"149,0521";"101095,2";"0,505946";"180,399";
"25/11/2002";"22,72917";"18,84167";"8,914";"1,0135";"6,390625";"150,9167";"101114,3";"0,5089648";"180,3875";
"26/11/2002";"22,55625";"18,09167";"6,174";"1,9935";"6,465625";"163,1979";"101115,2";"0,5118719";"180,3761";
"27/11/2002";"22,89167";"18,03542";"5,582";"2,085";"6,363542";"161,0625";"101100,4";"0,5146679";"180,3647";
"28/11/2002";"23,01771";"18,14375";"4,082";"2,5505";"6,047917";"161,6875";"101104,3";"0,5173535";"180,3533";
"29/11/2002";"22,83958";"18,40521";"7,827";"1,233";"5,667708";"157,5729";"101112,8";"0,5199291";"180,3419";
"30/11/2002";"22,79792";"18,64375";"5,859";"1,97625";"5,716667";"158,6875";"101097,6";"0,5223952";"180,3306";
"1/12/2002";"23,18229";"20,425";"6,882";"1,48025";"5,45";"155,2188";"101103,6";"0,5247524";"180,3192";
"2/12/2002";"23,48125";"20,61875";"4,578";"2,028";"5,64375";"166,5729";"101103,2";"0,5270013";"180,3078";
"3/12/2002";"23,44896";"20,76458";"4,035";"1,9895";"5,527083";"157,4688";"101114,9";"0,5291421";"180,2964";
"4/12/2002";"23,31562";"20,90208";"6,641";"1,4665";"6,346875";"165,7708";"101116,7";"0,5311753";"180,285";
"5/12/2002";"23,37917";"19,62396";"6,891";"1,3585";"6,019792";"171,7917";"101104,8";"0,5331013";"180,2737";
"6/12/2002";"23,36979";"18,80521";"6,103";"1,81025";"5,635417";"167,5625";"101104,8";"0,5349205";"180,2623";
"7/12/2002";"23,49792";"18,66146";"6,754";"1,62725";"5,454167";"157,3438";"101105";"0,5366331";"180,2509";
"8/12/2002";"23,61667";"20,24167";"6,397";"1,82825";"5,490625";"153,8125";"101109,3";"0,5382395";"180,2395";
"9/12/2002";"23,61146";"20,62396";"5,915";"1,75625";"5,263542";"153,2083";"101110,3";"0,53974";"180,2282";
"10/12/2002";"23,33646";"21,02083";"5,365";"1,79175";"5,561458";"155,1875";"101112,5";"0,5411347";"180,2168";
"11/12/2002";"23,42396";"20,51563";"4,351";"1,9655";"6,641667";"150,0417";"101105";"0,542424";"180,2054";
"12/12/2002";"23,68438";"21,41667";"6,945";"1,484";"7,317708";"151,8854";"101105,2";"0,5436081";"180,1941";
"13/12/2002";"23,64375";"20,83958";"6,71";"1,42675";"6,128125";"158,5625";"101109,4";"0,5446871";"180,1827";
"14/12/2002";"23,37083";"20,66771";"6,261";"1,5415";"4,7625";"159,4375";"101112,7";"0,5456612";"180,1713";
"15/12/2002";"23,07187";"20,59063";"6,486";"1,577";"4,491667";"161,7396";"101112,1";"0,5465304";"180,16";
"16/12/2002";"22,6875";"20,22708";"5,327";"1,96075";"3,541667";"154,7083";"101106,3";"0,547295";"180,1486";
"17/12/2002";"23,225";"20,53542";"6,438";"1,617";"4,5875";"163,7188";"101113,6";"0,547955";"180,1373";
"18/12/2002";"23,34375";"20,79583";"6,57";"1,41975";"4,691667";"161,625";"101104,9";"0,5485106";"180,1259";
"19/12/2002";"23,49688";"20,97812";"4,321";"2,13075";"4,196875";"171,125";"101105";"0,5489616";"180,1146";
"20/12/2002";"23,33438";"21,13021";"4,571";"1,98575";"3,652083";"163,8125";"101104,7";"0,5493082";"180,1033";
"21/12/2002";"23,95521";"21,48021";"1,4";"2,51";"4,46875";"154,9583";"101105,2";"0,5495504";"180,092";
"22/12/2002";"23,91354";"21,67292";"6,158";"1,58825";"4,630208";"158,8333";"101105,2";"0,5496881";"180,0807";
"23/12/2002";"24,45313";"21,48958";"5,509";"1,839";"4,786458";"154,0938";"101105,5";"0,5497214";"180,0694";
"24/12/2002";"23,92292";"21,39688";"2,186";"2,3655";"5,101042";"145,0417";"101105,1";"0,54965";"180,0581";
"25/12/2002";"24,06042";"21,27708";"5,251";"1,81775";"5,511458";"157,9479";"101105,2";"0,5494741";"180,0468";
"26/12/2002";"24,32292";"21,21354";"6,643";"1,4965";"5,667708";"154,0833";"101105,4";"0,5491933";"180,0356";
"27/12/2002";"24,35729";"21,52083";"6,207";"1,5575";"3,822917";"160,1354";"101105,6";"0,5488077";"180,0243";
"28/12/2002";"24,16875";"20,83542";"5,284";"1,97575";"4,151042";"161,3021";"101105,5";"0,5483171";"180,0131";
"29/12/2002";"24,20729";"21,36458";"3,73";"2,23525";"4,778125";"153,9271";"101105,1";"0,5477214";"180,0018";
"30/12/2002";"24,70729";"21,73854";"5,735";"1,807";"5,475";"152,5521";"101105,7";"0,5470203";"180";
"31/12/2002";"24,87292";"22,18333";"8,047";"1,16075";"4,958333";"153,2917";"101106,1";"0,5462136";"180";

