id_eso,ambiente,objeto,variable_unidad_original,frecuencia,mes,valor_original,estadisticos_adicionales_orden_eso
1279,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXSR EQUIPMENT GAIN,Other Equipment Electricity Rate [W],Monthly,5,13.82062500000002,0.0| 1| 1|10|38.0835| 1| 9|10
1284,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXSR EQUIPMENT GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1288,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXSR EQUIPMENT GAIN,Other Equipment Total Heating Rate [W],Monthly,5,13.82062500000002,0.0| 1| 1|10|38.0835| 1| 9|10
1292,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02 COMPUTING GAIN,Other Equipment Electricity Rate [W],Monthly,5,28.653477822580503,0.0| 1| 1|10|78.95625| 1| 9|10
1309,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02 COMPUTING GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1313,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02 COMPUTING GAIN,Other Equipment Total Heating Rate [W],Monthly,5,28.653477822580503,0.0| 1| 1|10|78.95625| 1| 9|10
1317,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02 MISCELLANEOUS GAIN,Other Equipment Electricity Rate [W],Monthly,5,3.820463709677425,0.0| 1| 1|10|10.5275| 1| 9|10
1322,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02 MISCELLANEOUS GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1326,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02 MISCELLANEOUS GAIN,Other Equipment Total Heating Rate [W],Monthly,5,3.820463709677425,0.0| 1| 1|10|10.5275| 1| 9|10
1330,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02 EQUIPMENT GAIN,Other Equipment Electricity Rate [W],Monthly,5,11.461391129032338,0.0| 1| 1|10|31.5825| 1| 9|10
1335,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02 EQUIPMENT GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1339,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02 EQUIPMENT GAIN,Other Equipment Total Heating Rate [W],Monthly,5,11.461391129032338,0.0| 1| 1|10|31.5825| 1| 9|10
1343,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX02 MISCELLANEOUS GAIN,Other Equipment Electricity Rate [W],Monthly,5,1.247838709677421,0.1212| 1| 1|10|2.424| 1| 8|10
1360,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX02 MISCELLANEOUS GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1364,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX02 MISCELLANEOUS GAIN,Other Equipment Total Heating Rate [W],Monthly,5,1.247838709677421,0.1212| 1| 1|10|2.424| 1| 8|10
1368,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX01 MISCELLANEOUS GAIN,Other Equipment Electricity Rate [W],Monthly,5,1.0261465725806463,0.0996675| 1| 1|10|1.99335| 1| 8|10
1385,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX01 MISCELLANEOUS GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1389,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX01 MISCELLANEOUS GAIN,Other Equipment Total Heating Rate [W],Monthly,5,1.0261465725806463,0.0996675| 1| 1|10|1.99335| 1| 8|10
1393,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03 COMPUTING GAIN,Other Equipment Electricity Rate [W],Monthly,5,50.78912298387086,0.0| 1| 1|10|139.95225| 1| 9|10
1410,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03 COMPUTING GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1414,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03 COMPUTING GAIN,Other Equipment Total Heating Rate [W],Monthly,5,50.78912298387086,0.0| 1| 1|10|139.95225| 1| 9|10
1418,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03 MISCELLANEOUS GAIN,Other Equipment Electricity Rate [W],Monthly,5,6.7718830645161,0.0| 1| 1|10|18.6603| 1| 9|10
1423,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03 MISCELLANEOUS GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1427,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03 MISCELLANEOUS GAIN,Other Equipment Total Heating Rate [W],Monthly,5,6.7718830645161,0.0| 1| 1|10|18.6603| 1| 9|10
1431,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03 EQUIPMENT GAIN,Other Equipment Electricity Rate [W],Monthly,5,20.315649193548425,0.0| 1| 1|10|55.9809| 1| 9|10
1436,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03 EQUIPMENT GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1440,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03 EQUIPMENT GAIN,Other Equipment Total Heating Rate [W],Monthly,5,20.315649193548425,0.0| 1| 1|10|55.9809| 1| 9|10
1444,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01 COMPUTING GAIN,Other Equipment Electricity Rate [W],Monthly,5,41.35871975806471,0.0| 1| 1|10|113.96624999999999| 1| 9|10
1461,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01 COMPUTING GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1465,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01 COMPUTING GAIN,Other Equipment Total Heating Rate [W],Monthly,5,41.35871975806471,0.0| 1| 1|10|113.96624999999999| 1| 9|10
1469,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01 MISCELLANEOUS GAIN,Other Equipment Electricity Rate [W],Monthly,5,5.514495967741906,0.0| 1| 1|10|15.1955| 1| 9|10
1474,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01 MISCELLANEOUS GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1478,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01 MISCELLANEOUS GAIN,Other Equipment Total Heating Rate [W],Monthly,5,5.514495967741906,0.0| 1| 1|10|15.1955| 1| 9|10
1482,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01 EQUIPMENT GAIN,Other Equipment Electricity Rate [W],Monthly,5,16.54348790322577,0.0| 1| 1|10|45.5865| 1| 9|10
1487,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01 EQUIPMENT GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1491,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01 EQUIPMENT GAIN,Other Equipment Total Heating Rate [W],Monthly,5,16.54348790322577,0.0| 1| 1|10|45.5865| 1| 9|10
1495,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXBAX01 MISCELLANEOUS GAIN,Other Equipment Electricity Rate [W],Monthly,5,1.120944220430116,0.10887500000000002| 1| 1|10|2.1775| 1| 8|10
1512,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXBAX01 MISCELLANEOUS GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1516,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXBAX01 MISCELLANEOUS GAIN,Other Equipment Total Heating Rate [W],Monthly,5,1.120944220430116,0.10887500000000002| 1| 1|10|2.1775| 1| 8|10
1520,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF COMPUTING GAIN,Other Equipment Electricity Rate [W],Monthly,5,10.61655241935484,0.0| 1| 1|10|29.2545| 1| 9|10
1537,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF COMPUTING GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1541,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF COMPUTING GAIN,Other Equipment Total Heating Rate [W],Monthly,5,10.61655241935484,0.0| 1| 1|10|29.2545| 1| 9|10
1545,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF CATERING GAIN,Other Equipment Electricity Rate [W],Monthly,5,31.84965725806451,0.0| 1| 1|10|87.76350000000001| 1| 9|10
1550,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF CATERING GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1554,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF CATERING GAIN,Other Equipment Total Heating Rate [W],Monthly,5,31.84965725806451,0.0| 1| 1|10|87.76350000000001| 1| 9|10
1558,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF EQUIPMENT GAIN,Other Equipment Electricity Rate [W],Monthly,5,10.61655241935484,0.0| 1| 1|10|29.2545| 1| 9|10
1563,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF EQUIPMENT GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1567,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF EQUIPMENT GAIN,Other Equipment Total Heating Rate [W],Monthly,5,10.61655241935484,0.0| 1| 1|10|29.2545| 1| 9|10
1571,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXSUM COMPUTING GAIN,Other Equipment Electricity Rate [W],Monthly,5,22.823564516129154,0.0| 1| 1|10|62.8916| 1| 9|10
1588,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXSUM COMPUTING GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1592,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXSUM COMPUTING GAIN,Other Equipment Total Heating Rate [W],Monthly,5,22.823564516129154,0.0| 1| 1|10|62.8916| 1| 9|10
1596,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXSUM EQUIPMENT GAIN,Other Equipment Electricity Rate [W],Monthly,5,34.23534677419365,0.0| 1| 1|10|94.3374| 1| 9|10
1601,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXSUM EQUIPMENT GAIN,Other Equipment Lost Heat Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1605,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXSUM EQUIPMENT GAIN,Other Equipment Total Heating Rate [W],Monthly,5,34.23534677419365,0.0| 1| 1|10|94.3374| 1| 9|10
1609,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXESX01,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1613,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXESX01,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1617,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXESX01,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1621,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXBOX01,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1625,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXBOX01,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1629,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXBOX01,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1633,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXBAX01,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1637,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXBAX01,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1641,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXBAX01,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1645,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXREX01,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1649,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXREX01,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1653,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXREX01,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1657,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:ASCENSOR,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1661,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:ASCENSOR,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1665,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:ASCENSOR,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1669,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXSEX01,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,297.2364324064069,0.0| 1| 1|10|1624.8772122350429|13| 9|30
1673,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXSEX01,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1677,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXSEX01,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,2.4578940952603958,0.0| 1| 1|10|13.599574679761233|12|17|30
1681,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXOFX03,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,45.15160690909591,0.0| 1| 1|10|237.39711377161005|12|17|30
1685,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXOFX03,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1689,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXOFX03,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,27.30807374172099,0.0| 1| 1|10|141.52690612437287|13| 9|30
1693,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXOFX02,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,48.168708099838948,0.0| 1| 1|10|246.29122467157516|12|17|30
1697,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXOFX02,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1701,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXOFX02,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,26.565595313313378,0.0| 1| 1|10|114.79917251029461|13| 9|30
1705,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXOFX01,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,47.78100184130602,0.0| 1| 1|10|233.27343955986908|12|17|30
1709,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXOFX01,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1713,SAN CRISTOBAL (01-01:31-12),PLANTABAJA:PBXOFX01,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,7.493829440139373,0.0| 1| 1|10|28.928024165567036|12|17|30
1717,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXDC,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1721,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXDC,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1725,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXDC,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1729,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXES,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1733,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXES,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1737,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXES,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1741,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:ASCENSOR,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1745,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:ASCENSOR,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1749,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:ASCENSOR,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1753,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXSR,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,65.69998905482021,0.0| 1| 1|10|292.75207339422789|21| 9|60
1757,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXSR,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1761,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXSR,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1765,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXPAS,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,17.84975399418453,0.0| 1| 1|10|64.0895819858655| 3|13|20
1769,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXPAS,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1773,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXPAS,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,1.676083510341469,0.0| 1| 1|10|9.692502144752332|29| 9|30
1777,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,96.10135936690107,0.0| 1| 1|10|488.71794540264866|29| 9|30
1781,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1785,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX02,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,4.094672817045046,0.0| 1| 1|10|17.665943579010017|29| 9|30
1789,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX02,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,25.542519288722376,0.0| 1| 1|10|130.7084465858753|12|17|30
1793,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX02,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1797,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX02,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1801,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX01,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,24.943575203270464,0.0| 1| 1|10|85.08681735463314|17|13|30
1805,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX01,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1809,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXBAX01,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1813,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:ATRIO1PA,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,58.02937718373181,0.0| 1| 1|10|181.83510336808656|19| 8|40
1817,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:ATRIO1PA,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1821,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:ATRIO1PA,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,3.2603101320775309,0.0| 1| 1|10|13.986113164660726|21| 9|60
1825,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,66.5145389034592,0.0| 1| 1|10|283.1455285000853|29| 9|30
1829,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1833,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX03,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,4.10574927106922,0.0| 1| 1|10|21.701101722409527|29| 9|30
1837,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,92.14258442699239,0.0| 1| 1|10|360.7324436604065|21|10|30
1841,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1845,SAN CRISTOBAL (01-01:31-12),PRIMERAPLANTAALTA:1PAXOFX01,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,1.010256599828098,0.0| 1| 1|10|4.766104190768003|19| 8|30
1849,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXBAX01,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,28.988822847150489,0.0| 1| 1|10|147.91416486058299|12|17|30
1853,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXBAX01,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1857,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXBAX01,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1861,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1865,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1869,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXCAF,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1873,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXES,Zone Windows Total Transmitted Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1877,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXES,Zone Interior Windows Total Transmitted Beam Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
1881,SAN CRISTOBAL (01-01:31-12),SEGUNDAPLANTAALTA:2PAXES,Zone Interior Windows Total Transmitted Diffuse Solar Radiation Rate [W],Monthly,5,0.0,0.0| 1| 1|10|0.0| 1| 1|10
