zona,mes,C3,CB,diferencia_kWh,variacion_pct
PLANTABAJA:PBXOFX01,8,8.948076407665802,101.15759946474246,-92.20952305707667,-91.15432112365956
PLANTABAJA:PBXOFX01,9,1.4004423806166018,72.60940268701205,-71.20896030639545,-98.07126580196052
PLANTABAJA:PBXOFX01,10,17.06395875533039,123.82044262229688,-106.75648386696649,-86.21878714536463
PLANTABAJA:PBXOFX01,11,34.982917961692905,139.81246408229873,-104.82954612060583,-74.97868434598172
PLANTABAJA:PBXOFX01,12,122.14618877359212,255.2903908335067,-133.1442020599146,-52.15402022191565
PLANTABAJA:PBXOFX02,1,178.06882987949112,278.18628512607773,-100.11745524658662,-35.98935698832602
PLANTABAJA:PBXOFX02,2,189.60581315757776,280.12202996849504,-90.51621681091729,-32.313137535486774
PLANTABAJA:PBXOFX02,3,218.4978858812311,313.72799029440984,-95.23010441317874,-30.35435388592919
PLANTABAJA:PBXOFX02,4,213.84472625342548,293.255167081959,-79.4104408285335,-27.07895707983889
PLANTABAJA:PBXOFX02,5,181.79513231138048,267.49868079352547,-85.70354848214498,-32.03886771624757
PLANTABAJA:PBXOFX02,6,78.93765781514495,170.14327371582843,-91.20561590068348,-53.605184565223645
PLANTABAJA:PBXOFX02,7,38.1553272469397,133.41060090993855,-95.25527366299886,-71.40007841453529
PLANTABAJA:PBXOFX02,8,11.168755488963374,88.71908575940981,-77.55033027044644,-87.41110168870425
PLANTABAJA:PBXOFX02,9,3.9463945311491244,72.48725823263271,-68.54086370148359,-94.5557403778689
PLANTABAJA:PBXOFX02,10,20.48460742245172,115.6167351803779,-95.13212775792618,-82.2823163182277
PLANTABAJA:PBXOFX02,11,42.366976528637835,134.8368725455207,-92.46989601688286,-68.5790869153133
PLANTABAJA:PBXOFX02,12,110.9290357772583,223.5343658882081,-112.6053301109498,-50.37495226450546
PLANTABAJA:PBXOFX03,1,232.7340709782314,362.5524394702299,-129.8183684919985,-35.806783890819254
PLANTABAJA:PBXOFX03,2,252.65710299929768,373.6596297489529,-121.00252674965523,-32.383088007380415
PLANTABAJA:PBXOFX03,3,293.3483085406675,422.51342680317214,-129.16511826250462,-30.570654106733556
PLANTABAJA:PBXOFX03,4,288.55887495897105,391.0099671063685,-102.45109214739745,-26.201657442539602
PLANTABAJA:PBXOFX03,5,243.0043544101218,352.78835112449485,-109.78399671437305,-31.118940397108396
PLANTABAJA:PBXOFX03,6,100.19150575087586,218.07519192334598,-117.88368617247012,-54.05644041065732
PLANTABAJA:PBXOFX03,7,41.46103825588477,157.01900146864674,-115.55796321276196,-73.59489114814959
PLANTABAJA:PBXOFX03,8,11.336648956335875,110.36920742354883,-99.03255846721295,-89.7284313070848
PLANTABAJA:PBXOFX03,9,3.4542063801287997,91.79998513285528,-88.34577875272649,-96.23724734254611
PLANTABAJA:PBXOFX03,10,20.235597610605886,144.32360560380386,-124.08800799319798,-85.97901048415011
PLANTABAJA:PBXOFX03,11,41.75439481891619,158.05580643084272,-116.30141161192654,-73.58249863652696
PLANTABAJA:PBXOFX03,12,136.35016741580193,280.0353740014145,-143.68520658561255,-51.30966296596757
PLANTABAJA:PBXREX01,1,0.0,0.0,0.0,
PLANTABAJA:PBXREX01,2,0.0,0.0,0.0,
PLANTABAJA:PBXREX01,3,0.0,0.0,0.0,
PLANTABAJA:PBXREX01,4,0.0,0.0,0.0,
PLANTABAJA:PBXREX01,5,0.0,0.0,0.0,
PLANTABAJA:PBXREX01,6,0.0,0.0,0.0,
